Name,title,Excerpt
exercices-fessiers,Pistol squat,Le pistol squat est un exercice au poids du corps qui est probablement l’un des squats le plus difficile que vous puissiez faire.Une seule tentative de réalisation de cet exercice…
exercices-fessiers,Fentes avant avec kettlebell,"Les fentes avant avec kettlebell (en anglais kettlebell lunge) sont un exercice qui cible les quadriceps, les fessiers, les ischio-jambiers et les muscles des mollets.En raison du mouvement unilatéral requis par…"
exercices-fessiers,Soulevé de terre sumo avec kettlebell,Le soulevé de terre sumo avec kettlebell (kettlebell sumo deadlift en anglais) est une variante du soulevé de terre sumo que vous pouvez effectuer pour cibler les muscles de la…
exercices-fessiers,Extensions de hanches au GHD,"Les extensions de hanches au GHD (de l’anglais Glute Ham Developer) sont un exercice incroyable pour travailler les fessiers, mais aussi les ischio-jambiers et les muscles érecteurs du rachis. C’est…"
exercices-fessiers,Front squat avec haltères,"L’exercice de squat avant avec haltères est une bonne alternative pour ceux qui n’ont pas accès à un rack à squats à la maison, mais qui veulent quand même entraîner…"
exercices-fessiers,Squat sumo avec haltère,"Le squat sumo avec haltère est un exercice tellement efficace qu’il est surprenant de ne pas le voir pratiquer beaucoup plus souvent. En effet, même si vous ne le voyez…"
exercices-fessiers,Montées sur banc latérales avec haltères,"En raison de ses nombreux avantages, les montées sur banc sont très populaires auprès des athlètes dans de nombreux sports, et notamment auprès des adeptes féminines des catégories bikini, figure…"
exercices-fessiers,Fentes avant avec barre,"Si vous cherchez un exercice qui fait tout : développer les quadriceps, les fessiers et les ischio-jambiers, augmenter la force fonctionnelle, améliorer les performances sportives, améliorer l’équilibre, et même brûler…"
exercices-fessiers,Thruster avec kettlebell,"Le thruster avec kettlebell est une variante du thruster avec haltères. C’est un exercice combiné qui associe le mouvement du squat avant à celui du développé militaire.Par conséquent, le thruster…"
exercices-fessiers,Soulevé de terre avec machine,Le soulevé de terre est un mouvement de base qui figure dans les programmes de musculation classiques. C’est l’un des mouvements les plus efficaces pour développer la force des jambes…
exercices-fessiers,Bear plank avec kickback,La bear plank avec kickback (en français planche de l’ours avec coup de pied) est un exercice très complet. Les deux principaux groupes musculaires sollicités sont les abdominaux et les…
exercices-fessiers,Squat avec sangles de suspension,Le squat avec sangles de suspension TRX est un exercice idéal pour ceux qui cherchent à augmenter la force de leurs jambes (quadriceps et fessiers) en utilisant le poids de…
exercices-fessiers,Hip thrust avec sangles de suspension,Cet exercice est beaucoup plus difficile qu’il en a l’air. Le hip thrust avec sangles de suspension est un exercice très efficace pour travailler les fessiers à la maison ou…
exercices-fessiers,Soulevé de terre valise,"Le soulevé de terre valise, également appelé soulevé de terre à un bras, est un exercice composé qui fait travailler les groupes musculaires du haut et du bas du corps.…"
exercices-fessiers,Goblet squat avec haltère,"Le goblet squat (dumbbell goblet squat) est un exercice complet qui consiste à s’accroupir en tenant une charge libre, comme un haltère ou un kettlebell, devant soi. Le goblet squat…"
exercices-fessiers,Fentes avant avec haltères,"La fente avant avec haltère (dumbbell lunge) consiste simplement à faire un grand pas en avant. Bien que l’exercice de fente puisse être effectué sans poids, une fente avec haltères…"
exercices-fessiers,Presse à cuisses horizontale,"La presse à cuisses horizontale (horizontal leg press) est un exercice qui permet de travailler les groupes musculaires du bas du corps, notamment les quadriceps, les ischio-jambiers et les fessiers.Il…"
exercices-fessiers,Squat bulgare avec haltères,Le squat bulgare (dumbbell one leg squat) consiste à faire un squat sur une jambe avec le pied arrière en appui sur une plateforme surélevée.Le fait de surélever votre jambe…
exercices-fessiers,Zercher deadlift,Le Zercher deadlift est un exercice insolite et très peu orthodoxe. Il s’agit d’une variation très complexe et extrêmement difficile du soulevé de terre classique.Qu’est-ce qui rend ce soulevé de…
exercices-fessiers,Thruster,"Depuis sa création, le CrossFit a fait découvrir de nombreux exercices et méthodes d’entraînement moins connus à un public plus large. Sans le CrossFit, les kettlebells n’auraient probablement pas connu…"
exercices-fessiers,Squat avec landmine,"Le squat avec landmine est un squat avant où le poids est fixé au sol par une barre ou une attache pour landmine. Pour les sportifs débutants, cet exercice constitue…"
exercices-fessiers,Squat cosaque,"Le squat cosaque ou squat latéral (en anglais Cossack Squat ou Side Squat) est une variante de squat pour les adducteurs, consistant à fléchir sur le côté une jambe puis…"
exercices-fessiers,Extension de jambe unilatérale sur une machine à dips assistés,"Les extensions de jambe avec une machine à dips assistés sont comparables à une presse à une jambe et sont destinées à renforcer et à développer les muscles fessiers, un…"
exercices-quadriceps,Hack squat assis,"Le hack squat assis (appelé en anglais « Linear Hack Squat ») est une variante très particulière du squat (flexion de jambes), effectuée sur une machine Hammer Strength conçue spécifiquement pour cela.…"
exercices-quadriceps,Presse à cuisse sur le côté,La presse à cuisse sur le côté (en anglais « Single Leg Side Press ») est une variante spécifique de l’exercice traditionnel du leg press qui se concentre sur le travail unilatéral…
exercices-quadriceps,Fentes croisées,Les fentes croisées (en anglais Curtsy Lunge) sont un exercice de renforcement musculaire qui cible principalement les muscles des jambes. Cet exercice est particulièrement efficace pour travailler les fessiers et…
exercices-quadriceps,Presse à cuisses inclinée,La presse à cuisses inclinée (en anglais incline Leg Press) est un exercice composé très efficace qui permet de développer les muscles et la force des jambes. Les principaux muscles…
exercices-quadriceps,Squat,"C'est le roi de tous les exercices ! Le squat : 256 muscles sollicités en un seul mouvement. Que vous soyez bodybuilders, powerlifters ou sportifs, il est essentiel. Apprenez la technique parfaite et évitez les erreurs courantes. Ne manquez pas notre article pour booster vos performances !"
exercices-quadriceps,Leg extension,"Le leg extension est un exercice d’isolation ciblant les quadriceps, composés de quatre muscles spécifiques situés à l’avant de la cuisse : le droit fémoral, le vaste latéral, le vaste…"
exercices-quadriceps,Montées sur banc,"Les montées sur banc (dumbbell step up) sont un excellent exercice polyvalent pour le bas du corps.Ce mouvement permet de travailler les muscles fessiers, quadriceps et les mollets.Il est adapté…"
exercices-quadriceps,Soulevé de terre,Le soulevé de terre (en anglais deadlift) est un exercice extrêmement populaire et un véritable test de la force globale du corps. Il est populaire auprès de nombreux pratiquants de…
exercices-quadriceps,Squat barre devant,"Le squat avant (front squat clean grip) est une variante du squat et un exercice utilisé pour travailler les muscles des jambes, et en particulier les muscles quadriceps.Le mouvement du…"
exercices-quadriceps,Soulevé de terre roumain avec kettlebell,Le soulevé de terre roumain avec kettlebell est une variante du soulevé de terre roumain. C’est un exercice qui permet de développer les muscles des ischio-jambiers.Cet exercice doit être effectué…
exercices-quadriceps,Presse à cuisses verticale,"La presse à cuisses verticale est un exercice qui permet de travailler les quadriceps, les ischio-jambiers, les fessiers et les mollets. Elle permet de solliciter plus particulièrement les muscles fessiers…"
exercices-quadriceps,Air Squat,"Si le CrossFit n’a pas inventé les air squats, il a certainement contribué à les rendre plus populaires. Je vous explique dans cet article pourquoi et comment faire des air…"
exercices-quadriceps,Squat sauté,"L’exercice de squat avec saut (en anglais jump squat) est un excellent exercice pour les jambes (quadriceps et fessiers), qui permet de solliciter le bas du corps tout en réalisant…"
exercices-quadriceps,Squat sumo à la landmine,Le sumo squat est une variante du squat qui consiste à s’accroupir avec les pieds plus écartés que la normale (généralement deux fois plus écartés que la largeur des épaules).Bien…
exercices-quadriceps,Hack squat,"Le hack squat est un exercice de musculation ciblant principalement les quadriceps, les ischio-jambiers et les fessiers. Il s’agit d’une variante de la squat classique, réalisée sur une machine dédiée…"
exercices-quadriceps,Overhead squat avec élastique,L’overhead squat avec élastique est une variante de l’overhead squat qui permet de renforcer les muscles des jambes et des épaules. L’overhead squat est généralement utilisé dans le cadre des…
exercices-quadriceps,Sissy squat avec machine,"Le sissy squat est un excellent exercice pour développer les quadriceps, renforcer les muscles fléchisseurs de la hanche et même la sangle abdominale. Lorsqu’ils sont exécutés correctement, ils peuvent être…"
exercices-quadriceps,Pendulum squat,"Le pendulum squat offre un moyen incroyable de faire travailler vos jambes, et plus particulièrement les quadriceps. Cette machine reproduit le mouvement du squat mais réduit la pression exercée sur…"
exercices-quadriceps,Belt squat,"Le belt squat, également appelé hip belt squat, est un équipement qui permet à l’utilisateur de squatter en toute sécurité, la charge étant répartie au niveau des hanches plutôt que…"
exercices-quadriceps,Pin squat,"Le pin squat est une variante qui consiste à ralentir le mouvement de flexion, et de décomposer les parties excentriques et concentriques du squat en utilisant les reposes barre.Le pin…"
exercices-quadriceps,Split squat avec élastique,"De nombreuses personnes s’entraînent avec des élastiques de résistance lorsqu’elles voyagent, s’entraînent à la maison ou n’ont pas accès à des haltères ou équipements de musculation.Cependant, certains exercices avec élastique…"
exercices-quadriceps,Squat avec élastique,Faire des squats avec des élastiques est l’un des exercices les plus efficaces que vous puissiez faire pour travailler tous les muscles des jambes avec un minimum de matériel à…
exercices-quadriceps,Overhead squat avec haltères,"L’overhead squat avec haltères (en anglais dumbbell overhead squat) est un défi en termes de mobilité et de stabilité. Cet exercice cible principalement les quadriceps, et secondairement les fessiers et…"
exercices-quadriceps,Squat avec bande de résistance,Le squat avec élastique est un exercice de musculation qui permet de renforcer efficacement les muscles des jambes et des fesses. En utilisant une bande de résistance élastique sous les…
exercices-quadriceps,Montées sur banc latérales avec barre,"Les montées sur banc latérales avec barre (en anglais barbell lateral step-up) sont un exercice de musculation efficace pour développer la force, la coordination et la stabilité des jambes et…"
exercices-quadriceps,Croix de fer avec haltères,"Il y a de fortes chances que vous n’ayez jamais entendu parler de cet exercice ou que vous ne l’ayez jamais vu être effectué. Et pourtant, la croix de avec…"
exercices-quadriceps,Hack squat inversé,"Le hack squat inversé (en anglais reverse hack squat) est un exercice qui est devenu populaire auprès de nombreux amateurs de fitness ces dernières années. Il cible les quadriceps, les…"
exercices-quadriceps,Leg extension iso latéral unilatéral Hammer strenght,Le leg extension iso-latéral de chez Hammer Strength est un appareil de musculation à charges guidées. Cet appareil à charge libre a été élaboré en tenant compte du mouvement du…
exercices-quadriceps,Squat sur banc,Le squat sur banc est simplement un squat que vous effectuez jusqu’à ce que vous touchiez un banc. Cela vous aide à identifier le moment où vous devez commencer à…
exercices-quadriceps,Squat goblet avec kettlebell,Le squat goblet avec kettlebell (aussi appelé girya) une variante du squat goblet. C’est un exercice qui permet de renforcer les muscles des jambes.Cet exercice vous permet de muscler les…
exercices-quadriceps,Jefferson squat,"Le Jefferson squat est un exercice qui cible principalement les quadriceps, et secondairement les muscles fessiers et ischio-jambiers.Mais de par son exécution, il fait également travailler les mollets, le bas…"
exercices-quadriceps,Zercher Squat,"Le Zercher Squat est un exercice composé qui sollicite les quadriceps, les ischio-jambiers et les fessiers. C’est une excellente alternative pour ceux qui ont des difficultés avec le squat arrière…"
exercices-quadriceps,Squat statique contre un mur (exercice de la chaise),"Le squat contre un mur est un excellent exercice à faire pour développer la force de vos quadriceps et ischio-jambiers, tout en testant votre capacité de résistance.Cet exercice peut être…"
exercices-quadriceps,Pistol squat,Le pistol squat est un exercice au poids du corps qui est probablement l’un des squats le plus difficile que vous puissiez faire.Une seule tentative de réalisation de cet exercice…
exercices-quadriceps,Fentes avant avec kettlebell,"Les fentes avant avec kettlebell (en anglais kettlebell lunge) sont un exercice qui cible les quadriceps, les fessiers, les ischio-jambiers et les muscles des mollets.En raison du mouvement unilatéral requis par…"
exercices-quadriceps,Soulevé de terre sumo avec kettlebell,Le soulevé de terre sumo avec kettlebell (kettlebell sumo deadlift en anglais) est une variante du soulevé de terre sumo que vous pouvez effectuer pour cibler les muscles de la…
exercices-quadriceps,Front squat avec haltères,"L’exercice de squat avant avec haltères est une bonne alternative pour ceux qui n’ont pas accès à un rack à squats à la maison, mais qui veulent quand même entraîner…"
exercices-quadriceps,Sissy squat sans machine,"Le squat est le Graal des exercices pour se muscler le bas du corps. Il est excellent pour les quadriceps, les adducteurs, les mollets et les fessiers. Les squats sont…"
exercices-quadriceps,Presse à cuisses iso-latérale,"La presse à cuisse iso-latérale (en anglais iso lateral leg press) de chez Hammer Strength est un appareil de musculation à charges libres idéal pour travailler les quadriceps, et secondairement…"
exercices-quadriceps,Squat sumo avec haltère,"Le squat sumo avec haltère est un exercice tellement efficace qu’il est surprenant de ne pas le voir pratiquer beaucoup plus souvent. En effet, même si vous ne le voyez…"
exercices-quadriceps,Montées sur banc latérales avec haltères,"En raison de ses nombreux avantages, les montées sur banc sont très populaires auprès des athlètes dans de nombreux sports, et notamment auprès des adeptes féminines des catégories bikini, figure…"
exercices-quadriceps,Fentes avant avec barre,"Si vous cherchez un exercice qui fait tout : développer les quadriceps, les fessiers et les ischio-jambiers, augmenter la force fonctionnelle, améliorer les performances sportives, améliorer l’équilibre, et même brûler…"
exercices-quadriceps,Split squat à la Smith machine,"Les split squats peuvent être effectués avec des haltères, une barre ou sur une Smith machine. La variante sur Smith Machine vous permet de vous concentrer davantage sur le travail…"
exercices-quadriceps,Thruster avec kettlebell,"Le thruster avec kettlebell est une variante du thruster avec haltères. C’est un exercice combiné qui associe le mouvement du squat avant à celui du développé militaire.Par conséquent, le thruster…"
exercices-quadriceps,Squat avec sangles de suspension,Le squat avec sangles de suspension TRX est un exercice idéal pour ceux qui cherchent à augmenter la force de leurs jambes (quadriceps et fessiers) en utilisant le poids de…
exercices-quadriceps,Squat pistolet avec sangle de suspension,Le squat pistolet (en anglais pistol squat) est une variation du squat standard et offre un nouveau défi à votre entraînement pour les jambes. Il s’effectue sur une seule jambe…
exercices-quadriceps,Split squat avec sangles de suspension,"Cet exercice unilatéral est une variante du split squat, effectué avec des sangles de suspension de type TRX ou sur des anneaux de gymnastique de longueur réglable. Le split squat…"
exercices-quadriceps,Soulevé de terre valise,"Le soulevé de terre valise, également appelé soulevé de terre à un bras, est un exercice composé qui fait travailler les groupes musculaires du haut et du bas du corps.…"
exercices-quadriceps,Soulevé de terre sumo,Le soulevé de terre sumo (sumo deadlift) est une variante du soulevé de terre classique et une variante utilisée pour cibler les muscles des ischio-jambiers. Il sollicite aussi les muscles…
exercices-quadriceps,Thruster avec landmine,Le thruster avec landmine est un exercice combiné qui associe un squat avec landmine et un développé épaule à la landmine. Cet exercice complet cible à la fois les muscles…
exercices-quadriceps,Soulevé de terre à la trap bar,Le soulevé de terre à la trap barre (trap bar deadlift) est une variante du soulevé de terre et est un exercice utilisé principalement pour cibler les muscles des ischio-jambiers.…
exercices-quadriceps,Squat avant avec double kettlebell,"Le squat avant avec double kettlebell (en anglais double kettlebell front squat) est une variante du squat avant qui permet de renforcer les muscles des jambes.Les squats avant, en général,…"
exercices-quadriceps,Safety bar squat,"Le squat avec une safety bar est une alternative au squat arrière. C’est un exercice qui vous permettra de renforcer les muscles des jambes, notamment les quadriceps.La barre utilisée dans…"
exercices-quadriceps,Goblet squat avec haltère,"Le goblet squat (dumbbell goblet squat) est un exercice complet qui consiste à s’accroupir en tenant une charge libre, comme un haltère ou un kettlebell, devant soi. Le goblet squat…"
exercices-quadriceps,Fentes avant avec haltères,"La fente avant avec haltère (dumbbell lunge) consiste simplement à faire un grand pas en avant. Bien que l’exercice de fente puisse être effectué sans poids, une fente avec haltères…"
exercices-quadriceps,Presse à cuisses horizontale,"La presse à cuisses horizontale (horizontal leg press) est un exercice qui permet de travailler les groupes musculaires du bas du corps, notamment les quadriceps, les ischio-jambiers et les fessiers.Il…"
exercices-quadriceps,Squat bulgare avec haltères,Le squat bulgare (dumbbell one leg squat) consiste à faire un squat sur une jambe avec le pied arrière en appui sur une plateforme surélevée.Le fait de surélever votre jambe…
exercices-quadriceps,Zercher deadlift,Le Zercher deadlift est un exercice insolite et très peu orthodoxe. Il s’agit d’une variation très complexe et extrêmement difficile du soulevé de terre classique.Qu’est-ce qui rend ce soulevé de…
exercices-quadriceps,Thruster,"Depuis sa création, le CrossFit a fait découvrir de nombreux exercices et méthodes d’entraînement moins connus à un public plus large. Sans le CrossFit, les kettlebells n’auraient probablement pas connu…"
exercices-quadriceps,Squat à la Smith machine,Le squat à la Smith machine est une variante du squat qui permet de travailler les muscles des jambes. Les quadriceps sont particulièrement sollicités avec cette variante.L’utilisation de la Smith…
exercices-quadriceps,Fentes inversées avec landmine,"Les fentes inversées avec landmine sont une variante des fentes inversées qui permet de cibler les muscles des jambes. Plus précisément, ce mouvement est une façon de développer les quadriceps,…"
exercices-quadriceps,Squat avec landmine,"Le squat avec landmine est un squat avant où le poids est fixé au sol par une barre ou une attache pour landmine. Pour les sportifs débutants, cet exercice constitue…"
exercices-quadriceps,Squat cosaque,"Le squat cosaque ou squat latéral (en anglais Cossack Squat ou Side Squat) est une variante de squat pour les adducteurs, consistant à fléchir sur le côté une jambe puis…"
exercices-quadriceps,Extension de jambe unilatérale sur une machine à dips assistés,"Les extensions de jambe avec une machine à dips assistés sont comparables à une presse à une jambe et sont destinées à renforcer et à développer les muscles fessiers, un…"
exercices-quadriceps,Overhead squat,"Le overhead squat est un excellent exercice pour les quadriceps, qui sollicite également les ischio-jambiers et les fessiers, mais aussi le dos, les épaules, les muscles pectoraux et la sangle…"
exercices-ischio-jambiers,Soulevé de terre jambes tendues,"Le soulevé de terre jambes tendues est une variante du soulevé de terre qui permet de cibler principalement les muscles ischio-jambiers. C’est un bon complément au squat, que l’on peut…"
exercices-ischio-jambiers,Leg curl allongé,Le leg curl allongé (lying leg curl) est un exercice d’isolation qui cible l’arrière de la jambe (les muscles ischio-jambiers et les muscles du mollet).La dorsiflexion des orteils (flexion vers…
exercices-ischio-jambiers,Presse à cuisses inclinée,La presse à cuisses inclinée (en anglais incline Leg Press) est un exercice composé très efficace qui permet de développer les muscles et la force des jambes. Les principaux muscles…
exercices-ischio-jambiers,Squat,"C'est le roi de tous les exercices ! Le squat : 256 muscles sollicités en un seul mouvement. Que vous soyez bodybuilders, powerlifters ou sportifs, il est essentiel. Apprenez la technique parfaite et évitez les erreurs courantes. Ne manquez pas notre article pour booster vos performances !"
exercices-ischio-jambiers,Good morning,"L’exercice good morning est un exercice efficace pour cibler les fessiers et les muscles ischio-jambiers.Il permet également de solliciter les muscles abdominaux, qui doivent rester contractés pour soutenir le bas…"
exercices-ischio-jambiers,Soulevé de terre roumain à la landmine,"Le soulevé de terre roumain à la mine terrestre, est une variante du soulevé de terre roumain. C’est un exercice qui cible principalement les muscles des ischio-jambiers et des fessiers.Le…"
exercices-ischio-jambiers,Rack Pull,Le rack pull est un exercice de levée de barre très efficace qui consiste à soulever et à bloquer une charge lourde à partir d’une position haute sur un rack…
exercices-ischio-jambiers,Good morning avec élastique,"Si vous êtes coincé à la maison ou si vous voyagez souvent, vous êtes peut-être à la recherche d’un nouvel exercice pour pimenter vos séances d’entraînement. De nombreux exercices à…"
exercices-ischio-jambiers,Soulevé de terre,Le soulevé de terre (en anglais deadlift) est un exercice extrêmement populaire et un véritable test de la force globale du corps. Il est populaire auprès de nombreux pratiquants de…
exercices-ischio-jambiers,Kettlebell swing,"Le kettlebell swing (en français balancement de kettlebell) est un exercice complet qui fait principalement travailler les muscles de la chaîne postérieure, en mettant l’accent sur les fessiers et les…"
exercices-ischio-jambiers,Soulevé de terre roumain avec kettlebell,Le soulevé de terre roumain avec kettlebell est une variante du soulevé de terre roumain. C’est un exercice qui permet de développer les muscles des ischio-jambiers.Cet exercice doit être effectué…
exercices-ischio-jambiers,Presse à cuisses verticale,"La presse à cuisses verticale est un exercice qui permet de travailler les quadriceps, les ischio-jambiers, les fessiers et les mollets. Elle permet de solliciter plus particulièrement les muscles fessiers…"
exercices-ischio-jambiers,Squat sumo à la landmine,Le sumo squat est une variante du squat qui consiste à s’accroupir avec les pieds plus écartés que la normale (généralement deux fois plus écartés que la largeur des épaules).Bien…
exercices-ischio-jambiers,Leg curl au ballon de gym,Le leg curl au ballon de gym (Swiss ball) est une variante des mouvements de leg curl utilisée pour développer et renforcer les ischio-jambiers.Ce curl avec ballon d’exercice met la…
exercices-ischio-jambiers,Leg curl unilatéral debout à la machine,"Cet exercice est excellent pour travailler les ischio-jambiers. Son grand avantage est de travailler jambe par jambe, ce qui permet de se concentrer au maximum sur l’effort des muscles de…"
exercices-ischio-jambiers,Reeves deadlift,"Le Reeves deadlift est une variante du soulevé de terre qui permet également de renforcer tous les muscles de la chaîne postérieure, notamment les ischio-jambiers, le dos, les fessiers, les…"
exercices-ischio-jambiers,Leg curl décliné avec haltère,"Cette variante est incroyablement difficile par rapport à la version à la machine. Pour commencer, l’haltère est tenu au niveau du point d’appui le plus éloigné, au niveau de la…"
exercices-ischio-jambiers,Nordic hamstring curl avec élastique,"Le nordic hamstring curl aussi appelé curl nordique est l’un des exercices les plus difficiles, mais les plus efficaces pour cibler les ischio-jambiers. Il est traditionnellement exécuté sur une machine…"
exercices-ischio-jambiers,Soulevé de terre avec déficit,Le soulevé de terre avec déficit (en anglais deficit deadlift) est une variante avancée du soulevé de terre. Ce soulevé de terre est effectué en vous tenant debout sur une…
exercices-ischio-jambiers,Extension lombaire au banc à 45°,Un buste fort ne dépend pas seulement des abdominaux. Les muscles du bas du dos sont également importants. Ces muscles stabilisent la colonne vertébrale et contribuent à une bonne posture.…
exercices-ischio-jambiers,Soulevé de terre avec élastique,Le soulevé de terre avec bande élastique (en anglais band deadlift) est un exercice de renforcement musculaire très efficace qui permet de travailler de nombreux groupes musculaires simultanément. Il contribue…
exercices-ischio-jambiers,Squat goblet avec kettlebell,Le squat goblet avec kettlebell (aussi appelé girya) une variante du squat goblet. C’est un exercice qui permet de renforcer les muscles des jambes.Cet exercice vous permet de muscler les…
exercices-ischio-jambiers,Pistol squat,Le pistol squat est un exercice au poids du corps qui est probablement l’un des squats le plus difficile que vous puissiez faire.Une seule tentative de réalisation de cet exercice…
exercices-ischio-jambiers,Fentes avant avec kettlebell,"Les fentes avant avec kettlebell (en anglais kettlebell lunge) sont un exercice qui cible les quadriceps, les fessiers, les ischio-jambiers et les muscles des mollets.En raison du mouvement unilatéral requis par…"
exercices-ischio-jambiers,Soulevé de terre sumo avec kettlebell,Le soulevé de terre sumo avec kettlebell (kettlebell sumo deadlift en anglais) est une variante du soulevé de terre sumo que vous pouvez effectuer pour cibler les muscles de la…
exercices-ischio-jambiers,Extensions de hanches au GHD,"Les extensions de hanches au GHD (de l’anglais Glute Ham Developer) sont un exercice incroyable pour travailler les fessiers, mais aussi les ischio-jambiers et les muscles érecteurs du rachis. C’est…"
exercices-ischio-jambiers,Front squat avec haltères,"L’exercice de squat avant avec haltères est une bonne alternative pour ceux qui n’ont pas accès à un rack à squats à la maison, mais qui veulent quand même entraîner…"
exercices-ischio-jambiers,Squat sumo avec haltère,"Le squat sumo avec haltère est un exercice tellement efficace qu’il est surprenant de ne pas le voir pratiquer beaucoup plus souvent. En effet, même si vous ne le voyez…"
exercices-ischio-jambiers,Fentes avant avec barre,"Si vous cherchez un exercice qui fait tout : développer les quadriceps, les fessiers et les ischio-jambiers, augmenter la force fonctionnelle, améliorer les performances sportives, améliorer l’équilibre, et même brûler…"
exercices-ischio-jambiers,Soulevé de terre avec machine,Le soulevé de terre est un mouvement de base qui figure dans les programmes de musculation classiques. C’est l’un des mouvements les plus efficaces pour développer la force des jambes…
exercices-ischio-jambiers,Leg curl avec sangles de suspension,"Le travail de la chaîne postérieure, et plus particulièrement des ischio-jambiers, est incontestablement important. Des ischio-jambiers forts vous aideront à prévenir les douleurs et les blessures aux genoux et à…"
exercices-ischio-jambiers,Soulevé de terre valise,"Le soulevé de terre valise, également appelé soulevé de terre à un bras, est un exercice composé qui fait travailler les groupes musculaires du haut et du bas du corps.…"
exercices-ischio-jambiers,Soulevé de terre sumo,Le soulevé de terre sumo (sumo deadlift) est une variante du soulevé de terre classique et une variante utilisée pour cibler les muscles des ischio-jambiers. Il sollicite aussi les muscles…
exercices-ischio-jambiers,Soulevé de terre à la trap bar,Le soulevé de terre à la trap barre (trap bar deadlift) est une variante du soulevé de terre et est un exercice utilisé principalement pour cibler les muscles des ischio-jambiers.…
exercices-ischio-jambiers,Leg curl assis à la machine,"Que vous le fassiez assis ou allongé, le leg curl (appelé en anglais hamstring curl) est l’un des meilleurs moyens d’isoler, de renforcer et de développer vos ischio-jambiers. Cet exercice…"
exercices-ischio-jambiers,Leg curl inversé sur le tirage vertical,"Cette variante du curl nordique (Nordic hamstring curl) est l’un des meilleurs exercices pour muscler l’arrière des jambes, améliorer la santé des genoux et prévenir les blessures.Cet exercice au poids…"
exercices-ischio-jambiers,Zercher deadlift,Le Zercher deadlift est un exercice insolite et très peu orthodoxe. Il s’agit d’une variation très complexe et extrêmement difficile du soulevé de terre classique.Qu’est-ce qui rend ce soulevé de…
exercices-ischio-jambiers,Leg curl allongé avec élastique,Les flexions des ischio-jambiers (également appelées leg curls) sont un excellent exercice d’isolation pour travailler l’arrière des jambes ainsi que les mollets. Ils représentent en fait la version pour les…
exercices-mollets,Extensions des mollets avec partenaire,"Si vous souhaitez muscler vos mollets et que vous ne possédez pas la « donkey calf machine », il est toujours possible de faire appel à un partenaire pour vous aider à…"
exercices-mollets,Extension des mollets à la barre debout,"Les extensions des mollets à la barre debout sont un exercice populaire pour cibler les muscles des mollets, en particulier les muscles gastrocnémiens. Il peut être effectué pendant une durée…"
exercices-mollets,Extensions des mollets assis avec barre,"Les extensions des mollets assis avec barre (en anglais seated barbell calf raise) sont peu pratiquées, mais cela ne veut pas dire qu’elles sont inefficaces. Il est certes relégué au…"
exercices-mollets,Élévations des mollets au Donkey,"Les élévations des mollets à la machine nommée Donkey (en anglais donkey calf machine) sont un exercice classique de musculation des mollets, popularisé par Arnold Schwarzenegger. Bien qu’il le fasse…"
exercices-mollets,Extensions des mollets au hack-squat,Les extensions de mollets sur une machine de hack squat consistent essentiellement à effectuer une extension de mollets sur une machine de hack squat. Il existe plusieurs variantes de ce…
exercices-mollets,Extensions des mollets assis à la Smith machine,"Pour renforcer et développer vos mollets, vous avez besoin d’exercices qui offrent un bon étirement en position basse. Cela permet une plus grande amplitude de mouvement. Par ailleurs, vous avez…"
exercices-mollets,Extensions des mollets debout à la Smith machine,Les élévations de mollets debout sont le meilleur exercice pour développer les mollets récalcitrants. Mais vous n’avez peut-être pas accès à une machine à mollets debout. Et même si vous…
exercices-mollets,Extensions des mollets debout à la machine,"Les élévations des mollets debout à la machine sont un excellent exercice si vous souhaitez isoler les mollets.Cet exercice cible en particulier le muscle gastrocnémien (ou muscles jumeaux), composé de…"
exercices-mollets,Extensions des mollets sur une marche,"L’exercice d’élévation des mollets sur une marche d’escalier a pour objectif de renforcer et de tonifier les muscles du mollet, à savoir le gastrocnémien et le soléaire.Cet exercice est très…"
exercices-mollets,Extension des mollets assis à la machine,"Les extensions des mollets en position assise sont très efficaces pour isoler et muscler les mollets.Ces muscles peuvent être un groupe musculaire tenace pour bien des pratiquants, il est donc…"
exercices-mollets,Extension des mollets à la presse,Les extensions des mollets à la presse à jambes sont une variante des extensions des mollets à la machine qui permet de développer la musculature des mollets.Les mollets sont souvent…
